59,21
62,42
59,21
62,62
62,42
62,42
64,42
66,42
67,100
67,88
62,21
71,42
69,42
67,42
64,100
64,67
64,21
64,21
71,42
69,31
R,10
69,42
69,100
69,100
69,100
69,33
59,21
60,21
62,42
59,42
60,42
62,83
64,42
66,42
67,21
67,62
64,83
64,21
64,21
71,42
69,42
67,42
64,100
64,67
64,21
64,21
71,42
69,31
R,10
69,42
69,83
67,21
66,100
66,100
66,29
59,42
60,42
60,42
67,42
67,83
67,42
59,42
59,42
59,42
59,42
69,42
67,100
67,67
67,21
69,21
71,42
72,21
71,62
72,21
71,62
69,42
69,42
69,100
69,100
69,8
R,42
67,42
72,42
71,100
71,88
67,21
71,42
71,42
71,42
71,21
71,62
69,42
69,21
67,21
69,42
R,42
67,42
72,42
71,100
71,88
67,21
71,42
71,42
71,42
71,21
71,62
69,42
69,21
67,21
69,42
R,42
67,42
72,42
71,83
72,21
71,62
72,21
71,62
72,21
71,83
71,21
71,42
69,42
69,42
67,42
66,42
66,42
67,42
67,100
67,67
R,21
62,21
62,42
62,42
71,42
69,100
69,100
69,50
67,42
66,42
67,100
67,25
R,100
R,100
R,100
R,100
R,100
R,100
R,100
R,100
R,100
R,100
R,100
R,100
R,29
59,21
62,42
59,21
62,62
59,42
62,83
66,42
67,100
67,67
62,21
62,21
71,42
69,42
67,42
64,100
64,67
R,21
64,21
71,42
69,31
67,10
69,42
69,100
69,100
69,100
69,33
59,21
60,21
62,42
59,42
62,62
62,21
62,42
64,42
66,42
67,42
64,100
64,25
64,21
64,21
71,42
69,42
67,42
64,100
64,46
64,21
64,21
64,21
71,42
69,42
69,42
69,83
67,21
66,100
66,100
66,29
59,42
60,42
60,42
67,42
67,83
67,42
59,42
59,42
59,42
59,42
69,42
67,100
67,67
67,21
69,21
71,42
72,21
71,62
72,21
71,62
69,21
67,21
69,42
69,83
67,21
66,100
66,4
R,83
67,21
71,62
71,100
71,46
62,21
71,42
71,42
71,42
71,21
71,62
69,42
69,21
67,21
69,42
R,42
67,42
71,42
71,100
71,88
62,21
71,42
71,42
71,42
71,21
71,62
69,42
69,21
67,21
69,42
R,42
67,42
72,42
71,83
72,21
71,62
72,21
71,62
72,21
71,83
71,21
71,42
69,42
69,42
67,42
66,42
66,42
67,42
67,100
67,67
R,21
62,21
62,42
62,42
71,42
69,100
69,100
69,50
66,42
66,42
66,100
66,25
66,42
66,42
66,42
66,42
69,42
69,83
67,100
67,25
67,42
67,42
69,42
69,83
67,100
67,25
71,42
71,42
71,42
69,100
69,100
69,8
71,42
72,21
71,42
69,21
71,21
69,21
71,21
69,21
71,21
69,21
71,21
69,21
71,21
69,21
71,42
69,21
71,100
71,4
71,21
69,21
71,21
69,21
71,21
71,21
71,21
71,21
71,42
74,21
71,100
71,4
71,21
69,21
71,21
69,21
71,21
69,21
71,21
69,21
71,42
69,21
67,62
74,42
74,100
74,67
R,83
67,42
71,42
71,83
R,62
67,21
71,42
71,42
71,42
71,21
71,62
69,42
69,21
67,21
69,42
R,42
67,42
72,42
71,100
71,88
67,21
71,42
71,42
71,42
71,21
71,62
69,42
69,21
67,21
69,42
R,42
67,42
72,42
71,83
72,21
71,62
72,21
71,62
72,21
71,83
71,21
71,42
69,42
69,42
67,42
66,42
66,42
67,42
67,100
67,67
R,21
62,21
62,42
62,42
71,42
69,100
69,100
69,50
67,42
66,42
67,100
67,100
67,100
67,75
