65,24
67,24
67,48
67,24
67,24
67,48
67,48
63,48
63,48
R,48
65,24
67,24
67,48
67,24
65,24
67,48
67,24
65,24
63,24
63,24
60,48
R,24
60,24
67,36
67,12
67,48
68,97
67,24
63,24
R,48
68,97
67,24
63,24
R,24
63,24
65,73
R,24
67,24
65,48
60,24
60,73
R,24
65,32
67,32
67,32
67,24
65,24
67,48
67,24
65,24
63,24
63,96
R,48
67,24
65,24
67,48
70,24
68,24
67,48
67,24
65,24
63,24
63,24
60,73
R,24
67,24
67,96
68,97
67,24
63,24
R,24
63,24
67,24
68,24
68,48
67,24
63,24
R,24
63,24
65,97
67,24
65,96
68,100
68,100
68,16
R,48
63,24
70,12
72,36
72,24
70,24
68,24
68,24
67,24
67,100
67,21
67,12
65,12
63,24
63,24
R,24
62,100
62,21
62,12
60,12
58,24
58,24
60,24
60,100
60,45
R,73
72,100
72,21
72,24
70,24
70,24
68,24
67,100
67,21
67,24
65,24
65,24
63,24
65,100
65,21
67,24
R,73
67,24
67,12
70,100
70,69
67,24
70,24
72,48
R,48
67,97
65,100
65,45
63,24
65,24
67,48
R,48
67,24
67,96
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,96
65,24
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,24
67,96
67,12
70,100
70,69
67,24
70,24
72,48
R,24
65,24
72,24
67,24
67,48
65,100
65,45
63,24
65,24
67,48
R,48
67,24
67,96
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,96
65,24
65,48
65,48
65,48
63,24
65,24
63,24
R,48
67,24
67,24
68,24
70,24
75,100
75,21
74,12
75,12
74,73
72,100
72,21
70,24
R,48
67,24
67,100
67,45
R,97
67,24
R,48
67,24
67,24
68,24
70,24
75,100
75,21
74,12
75,12
74,73
72,100
72,21
70,24
R,48
67,24
67,100
67,45
R,48
67,24
65,100
65,45
R,100
R,94
65,24
67,24
65,12
67,36
65,12
67,36
67,24
65,24
67,24
65,24
63,48
63,48
R,48
68,24
67,24
67,24
67,24
68,12
70,36
68,24
67,24
67,24
65,24
63,24
63,24
60,48
R,24
63,24
65,12
67,24
67,72
68,73
67,12
68,12
67,24
63,48
67,24
68,73
67,72
63,24
63,24
65,96
R,24
65,24
67,24
65,24
65,24
60,96
R,48
70,24
67,48
67,72
63,96
70,24
67,48
67,72
R,48
63,24
68,24
70,24
67,24
67,24
65,24
65,48
65,24
67,24
65,24
67,24
60,96
R,24
55,24
67,36
67,72
68,73
67,24
63,24
63,24
R,24
67,24
68,73
67,24
63,24
63,24
R,24
65,96
R,24
67,72
65,24
65,24
67,24
68,100
68,45
R,24
63,24
70,12
72,36
72,24
70,24
68,24
68,24
67,24
67,100
67,21
67,12
65,12
63,24
63,24
R,24
62,100
62,21
62,12
60,12
58,24
58,24
60,24
60,100
60,45
R,73
72,100
72,21
72,24
70,24
70,24
68,24
67,100
67,21
67,24
65,24
65,24
63,24
65,100
65,21
67,24
R,73
67,24
67,12
70,100
70,69
67,24
70,24
72,48
R,48
67,97
65,100
65,45
63,24
65,24
67,48
R,48
67,24
67,48
65,24
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,96
65,24
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,24
67,96
67,12
70,100
70,69
67,24
70,24
72,48
R,24
67,24
75,24
74,48
72,24
72,100
72,45
70,24
67,96
R,48
67,24
67,96
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,96
65,24
65,48
65,48
65,48
63,24
65,24
63,24
R,48
67,24
67,24
68,24
70,24
75,100
75,21
74,12
75,12
74,73
72,100
72,21
70,24
R,48
67,24
67,100
67,45
R,97
67,24
R,48
67,24
67,24
68,24
70,24
75,100
75,21
74,12
75,12
74,73
72,100
72,21
70,24
R,48
67,24
67,100
67,45
R,48
67,24
65,72
68,24
70,24
75,72
74,24
72,100
72,69
70,12
68,12
67,12
65,12
63,96
72,73
70,24
68,24
68,48
73,24
75,73
74,24
72,24
72,24
70,24
70,100
70,21
68,24
67,24
67,24
65,24
65,100
65,100
65,64
R,73
72,73
70,24
68,73
73,24
75,73
74,24
72,24
72,48
70,100
70,21
R,97
67,24
67,12
70,100
70,69
67,24
70,24
72,48
R,48
67,97
65,100
65,45
63,24
65,24
67,48
R,48
67,24
67,48
65,24
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,96
65,24
65,48
65,48
65,48
62,24
65,24
63,24
R,73
67,24
67,96
67,12
70,100
70,69
67,24
70,24
72,48
R,24
67,24
75,24
74,48
72,100
72,93
70,24
67,96
R,48
67,24
67,96
65,48
65,48
65,48
63,24
65,24
63,24
R,73
67,96
65,24
65,48
65,48
65,48
63,24
65,24
63,24
R,48
67,24
67,24
68,24
70,24
75,100
75,21
74,12
75,12
74,73
72,100
72,21
70,24
R,48
67,24
67,100
67,45
R,100
R,69
67,24
67,24
68,24
70,24
75,100
75,21
74,12
75,12
74,73
72,100
72,21
70,24
R,48
67,24
67,100
67,45
R,100
R,94
67,24
68,24
70,24
75,96
77,24
74,96
75,24
72,100
72,21
70,72
R,24
67,24
67,100
67,45
R,100
R,69
67,24
67,24
68,24
70,24
75,100
75,21
74,100
74,21
72,100
72,21
70,72
R,24
67,24
67,100
67,45
R,48
65,16
67,16
65,100
65,77
