0,26
3,53
R,26
-3,26
0,53
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,47
0,53
-5,26
5,53
-5,26
R,53
3,26
2,26
-2,26
2,26
-2,26
2,53
3,53
R,100
0,84
-5,13
0,13
2,26
-2,26
2,13
0,13
-2,26
2,18
-2,18
2,43
-2,26
R,100
0,84
9,26
-2,26
0,26
-2,13
-3,40
0,13
-2,13
2,26
R,26
3,26
R,100
0,84
-5,26
2,13
-2,13
2,26
R,26
-2,26
0,13
0,13
0,26
2,40
0,40
-2,26
R,100
0,100
0,10
0,26
2,26
0,26
2,26
1,26
2,26
-2,26
-1,26
-2,53
R,100
0,84
12,53
-5,26
3,79
-3,13
-2,13
-5,26
0,53
R,100
0,58
-2,26
2,26
3,53
-3,26
0,53
R,100
0,100
0,100
0,42
0,53
-5,26
5,53
-5,26
R,53
3,26
2,13
0,13
-2,26
2,26
-2,26
2,26
0,26
3,53
R,100
0,84
4,26
-2,26
-2,26
-3,26
-2,13
2,40
-2,13
0,13
2,26
-2,26
2,26
0,13
-2,66
R,79
2,13
0,13
0,26
0,26
10,40
0,40
-5,26
-2,53
R,100
0,32
-5,13
0,13
2,26
-2,26
2,26
-2,26
2,26
-2,13
0,13
2,26
-2,26
2,26
0,13
-2,66
R,100
0,100
0,10
0,26
2,26
0,26
2,26
1,26
2,26
2,26
-4,26
-3,53
R,100
0,84
12,53
-5,26
5,53
-5,26
5,53
3,26
R,100
0,84
-15,26
5,13
0,26
-2,13
2,26
-2,13
2,26
-2,13
2,26
2,53
R,100
0,100
0,90
-7,26
R,26
3,26
R,26
2,26
R,26
2,26
R,100
0,32
0,53
-4,26
2,40
0,26
-2,13
2,26
0,26
-2,26
R,100
0,84
9,53
-7,26
0,26
0,13
-2,13
4,53
-4,13
-3,40
R,100
0,84
-2,53
2,26
3,26
-1,26
-2,26
-2,13
2,66
R,79
0,13
0,40
0,13
0,13
0,26
0,26
0,26
12,79
-7,13
2,40
-7,53
R,100
0,100
0,100
0,100
0,100
0,100
0,5
4,13
3,13
0,26
-3,13
3,26
0,26
-3,13
3,26
2,26
0,53
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,68
-6,26
-3,26
3,26
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,37
7,55
0,13
-3,13
3,26
-3,13
-2,13
2,26
-4,26
-3,53
R,100
0,32
-2,26
2,26
3,26
R,26
-5,26
2,26
3,26
R,26
-3,26
0,53
R,100
0,32
24,53
-2,13
-3,13
3,26
-3,13
-2,13
2,26
-2,13
-2,13
2,13
2,13
-2,13
-2,13
-3,53
R,100
0,84
-12,26
10,13
0,26
-1,13
0,26
-2,13
0,26
-2,13
0,26
-2,13
4,79
R,100
0,100
0,100
0,100
0,100
0,100
0,84
-9,13
2,26
0,26
0,13
3,40
R,100
0,100
0,100
0,100
0,100
0,53
-5,26
2,26
0,26
3,26
-5,26
2,26
3,26
R,26
4,26
5,53
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,63
-3,26
-2,26
-2,26
-2,26
-1,26
-2,53
