0,30
0,30
-1,30
-4,30
R,30
2,30
2,30
1,60
-1,60
-4,45
2,45
2,30
R,100
0,100
0,100
0,100
0,100
0,10
1,30
0,30
-1,30
1,30
R,30
0,30
2,30
2,60
3,60
2,45
-2,45
0,30
R,100
0,100
0,100
0,60
2,30
0,30
-2,30
2,30
R,30
-2,15
-3,100
0,20
R,100
0,95
-5,30
0,30
-2,30
2,30
R,100
0,100
0,100
0,100
0,100
0,10
10,30
0,30
-2,30
2,30
R,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
2,60
R,90
0,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
2,30
0,30
0,30
-7,30
0,30
R,30
0,30
0,30
7,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
2,30
R,30
-4,30
0,30
0,30
2,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
0,30
2,30
-2,30
-2,30
0,30
R,30
4,30
-4,30
R,30
4,30
-4,30
R,90
2,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
R,30
4,30
-4,30
R,30
4,30
-4,60
R,90
2,30
-2,30
2,30
2,30
-2,30
-5,30
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,40
-4,30
-1,30
R,100
0,80
3,30
-3,30
R,100
0,100
0,100
0,100
0,100
0,10
1,30
-1,30
R,30
-4,30
R,30
2,30
2,30
1,60
-1,60
-4,45
2,45
2,30
R,100
0,100
0,100
0,100
0,100
0,10
10,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
-5,60
2,90
5,30
-2,30
0,30
R,30
2,30
2,100
0,80
R,100
0,80
-2,30
-2,30
R,30
2,30
0,30
-2,30
2,30
R,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
2,60
R,90
0,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
2,30
0,30
0,30
-7,30
0,30
R,30
0,30
0,30
7,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
2,30
R,30
-4,30
0,30
0,30
2,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
0,30
2,30
-2,30
-2,30
0,30
R,30
4,30
-4,30
R,30
4,30
-4,30
R,90
2,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
R,30
4,30
-4,30
R,30
4,30
-4,60
R,100
0,20
-5,60
R,30
0,30
0,30
7,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
2,30
R,30
-4,30
0,30
0,30
2,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
0,30
2,30
-2,30
-2,30
0,30
R,30
4,30
-4,30
R,30
4,30
-4,30
R,90
2,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
R,30
4,30
-4,30
R,30
4,30
-4,60
R,90
2,30
-2,30
2,30
2,30
-2,30
-5,30
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,10
3,30
-1,30
1,30
-1,30
-2,30
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
5,30
-2,30
R,30
2,30
0,30
-2,30
2,30
R,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
2,60
R,90
0,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
2,30
0,30
0,30
-7,30
0,30
R,30
0,30
0,30
7,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
2,30
R,30
-4,30
0,30
0,30
2,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
0,30
2,30
-2,30
-2,30
0,30
R,30
4,30
-4,30
R,30
4,30
-4,30
R,90
2,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
R,30
4,30
-4,30
R,30
4,30
-4,30
R,30
4,30
3,60
-3,30
-2,30
-2,30
R,30
-5,30
0,30
7,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
2,30
R,30
-4,30
0,30
0,30
2,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
0,30
2,30
-2,30
-2,30
0,30
R,30
4,30
-4,30
R,30
4,30
-4,30
R,90
2,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
R,30
4,30
-4,30
R,30
4,30
-4,60
R,100
0,20
-5,60
R,30
0,30
0,30
7,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
2,30
R,30
-4,30
0,30
0,30
2,30
0,30
0,30
0,30
2,30
R,30
-4,30
0,30
2,30
0,30
R,30
0,30
2,30
-2,30
-2,30
0,30
R,30
4,30
-4,30
R,30
4,30
-4,30
R,90
2,30
0,30
-2,30
2,30
2,30
-2,30
-2,30
R,30
4,30
-4,30
R,30
4,30
-4,60
R,90
2,30
-2,30
2,30
2,30
-2,30
-2,30
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,20
-1,30
1,30
0,30
7,100
0,20
R,100
0,100
0,70
-8,30
1,30
0,30
7,100
0,20
R,100
0,100
0,70
-8,30
1,60
R,90
0,30
-1,30
0,30
1,30
0,30
0,30
0,30
R,30
0,30
-5,30
4,30
1,30
R,30
0,30
R,30
0,30
0,30
-5,30
4,30
1,30
0,30
0,30
0,30
R,30
0,30
-5,30
4,30
1,30
R,30
0,30
R,30
2,30
-2,30
0,30
R,30
2,30
0,30
R,30
0,30
-2,30
R,90
2,30
0,30
R,30
0,30
-2,30
R,90
4,30
-4,30
R,30
4,30
-4,30
R,100
0,20
2,60
-2,60
-1,60
0,30
1,100
0,20
R,100
0,100
0,70
0,30
0,30
2,30
0,30
0,30
0,30
2,30
R,100
0,100
0,10
1,30
-1,30
-2,30
-2,30
-3,90
R,100
0,100
0,70
8,30
-1,30
-2,30
-2,30
